"eventID","occurrenceID","measurementType","measurementValue","measurementRemarks"
"SCBI_014.20230619","dbb54cac-3422-4d95-8ae8-9a59d8f1a658","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","4e8eac07-f6bc-46b6-8f23-ebbc1126483a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","fa567d0d-d9b4-47bd-a740-032b18939ef3","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","07e3ba63-0476-44b8-a2db-808c8b20f66f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","65aae892-204f-47d6-b8c4-d9db4a20499b","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","76d72e43-62d5-4ac0-965a-6bf025ab7593","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","7f11cef5-bc16-4fdc-9c2a-bab320a7f3e7","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","5da4e39a-0005-4df6-b687-e99fd43f5765","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","cd82ac4a-dbaf-4a93-974c-2845285bf612","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","03c3503f-b731-4c16-a9bc-c184fb497b5a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","da889c20-b274-4b6b-a991-3922c0d4cc27","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","f53b7237-9db2-4c5c-938f-f77b2e7e092a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","182219cb-0cd7-48a1-95ca-7c7cf64157c6","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","87e09491-46d2-423a-b271-765da637f2ea","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","8155af85-ca9e-45b0-9403-25e93124360f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","4edb399b-43de-4a9c-97bc-c5a867a3791f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","1c5dad6d-0ee8-4941-9b8c-db2baabc614c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","b9a82ea5-0c0d-455d-a9d2-e185e2b49e38","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","6f39e76a-1cd4-4fe4-a3ed-17cd1e08b29a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","4b20335c-fc8e-4b72-b5c2-fc0b76707c5b","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","32615e2c-0131-492f-b1e5-e3d811a81705","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","91dbf90c-1633-4eb3-883a-4b9cd383b21d","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","da28dd45-69d6-464c-a0fb-e82678b95068","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","993eb158-62bf-49a0-a385-3986973ea363","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","ad39b9b1-f274-4b78-ba84-2fce4cf3988f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","89118e50-79d6-4edb-8d24-0e38782b6f37","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","f502181c-4b3d-4d50-8fe6-117000b56b69","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","722a1fe9-d09f-4c3b-a038-cb5b959b75cd","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","02ce18c8-f2be-4972-b3f8-89f71df23e41","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","82823696-9c18-4147-ad83-255e56fabb95","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","4b72a0bb-424c-4fc9-8494-d9930016a3ab","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","8812eaef-9eb2-477b-b691-168fc74e6cfc","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","eea5165b-7db0-47b3-a3c2-64af0d9d9ff1","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","dd93ba13-b734-4812-ae3a-675d129b9e92","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","a674aa7f-0293-4b3e-9e9c-8db62e6a296e","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","c1861549-4a3e-495c-a6c3-32e917435324","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","0dde9df3-34b9-4e73-898f-e35317f675c4","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","b0bd506a-da91-4e2b-9d43-46500187b9bc","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","b37b495a-36b2-4c5a-9a7f-33bb11f6d7bd","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","b0296dbd-6eec-443c-affc-cbec6bd39e3d","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","a89544c3-455d-490e-b2b9-d2dfdc08b6ec","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","198b91f3-9c1a-465c-bf74-c71888f89d69","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","8fd2403a-475e-406c-844d-44d8f03c1a4c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","30a6bf11-9e00-40e3-9a06-c7f77a398ddc","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","d483c5ed-d48b-46cb-855e-1ab44a39134c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","f130b62c-9575-4219-9aaf-9fc3c61caecd","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","6fc305d0-f397-41aa-bb87-b97eba9f5639","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","2bc54be0-df17-4f52-a032-751587addd9a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","5139249e-3584-42e8-b36c-a979b086f66a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","0ad21f17-5ddc-41e1-a5fa-c8c675d2bcbf","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","c12f1e77-59dc-4754-8b19-0528e09a9abf","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","87c85a37-5405-472b-b4b9-eb10bb4e2edb","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","2ca7cd1e-5357-450f-9118-eb68449fe1e1","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","e32f4786-ad8b-4ea9-adda-f92c37e6a423","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","cf249a1f-3854-44cb-a22b-b62901624218","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","1dfc8ad6-feeb-4daa-b70d-a0c07b3f3b23","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","0fe8a549-858d-449a-bc3c-c917b1b87db9","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","bc55c8cd-f706-4773-a00a-9070c558f4a9","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","4a3872ea-a5c9-40ac-8243-dba1de1bfaf9","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","218cea41-74f7-4fae-8677-04eb41b4d503","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","b3021443-aedd-43e8-ac7d-ba8a15360a07","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","49ca4ec7-93b7-4684-a7cb-82bccd5fb9ff","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","67c5cf91-6a0c-4078-a9cc-0bf222550d65","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","f20e2309-40cb-45c8-ae9d-e41dce754000","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","3d60269b-51eb-4b90-86c3-c97a231bbaca","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","bd0bd7dd-5c91-477d-9cb8-73640c14bd01","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","32fe94bb-15ad-48fd-8ea8-acd01ea885ab","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","f86fa3b9-98c2-41a7-807d-7a8df33dba8f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","2351d234-c6cb-4e92-ac08-270169918d76","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","6d564caf-702e-421f-a2d8-94f7544379d1","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","95761bb6-eab8-4452-8a3d-a457847149a2","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","2d520f68-1bb5-4be4-8904-2a3b3aa5a3c0","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","3610fcca-7d1f-4d23-9999-2a2f96322e52","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","6df99759-4e52-4e0d-9492-cc3b03d4352f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","8478a54c-6eec-41c6-8e0e-01d0e9778193","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","6f772bfb-ef1f-4f97-b173-4761f968d1ce","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","7daa31c4-7351-4910-8afb-a33aedc9ee1b","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","eb3ca400-d464-42d3-9aad-c597a7cb4463","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","faaf8f97-ad9b-4749-8e01-92ae3ac04f59","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","0abaab24-225f-4839-b554-8d333c427346","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","955f93c6-6154-44f0-ad47-5e3ab14ad9c1","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","fa60fafe-6c5d-446c-bfd8-07ee881cd0f7","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","20c273a9-1ee0-4f56-bfd7-d588ee6a133a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","b339f7ac-9fa1-4416-ad43-201d38059b17","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","0b7d1c2f-29c7-4b7b-a6ee-798b80770a2a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","f9c46ff0-f0a5-47f9-81a8-0010072b969f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","0d4d678f-2adc-4d1f-bf9b-3bc5a1a4659a","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","784965e7-5afa-4f20-95de-e8013d9d55f0","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","1bf9948e-084a-4e7f-9757-1fee28201900","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","be09bdec-22e7-4ad4-90ba-eb478448a691","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","7ec187c6-d902-4520-b14e-c6dd78b21b11","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","67bd80e0-e614-40a2-8b09-be3e65f09f62","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","adff5c4f-ce76-4444-bfa7-9e48efe20b70","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","ff84fcfc-acc3-4069-9512-7b60df8e26ef","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","f491d4bd-be23-4bfd-a89e-4e930cee660f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","34077dcb-700f-4940-bcb4-4ac20c653dd0","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","6be51883-45e4-40e0-89bb-51b243eae3c1","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","63cba3b1-9cac-45e8-8a90-19488bb41cd0","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","a0f6565c-6784-4f4d-b2ef-8907a6ad19e3","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","01920734-f53a-4049-98ce-a1a1d0891ee1","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","db13c2de-18aa-4ddc-90b8-7352018c28c3","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","15b7ce5f-7b41-48aa-9415-f44e2efdb85c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","03850261-8d8e-4245-88e0-00e7552c9861","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.004.DNA",NA
"SCBI_014.20230619","1941e35c-3d1e-4670-9b36-08fa00d8e389","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.005.DNA",NA
"SCBI_014.20230619","6a4d7c4b-9e5e-422d-a972-47d0181739c8","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","58664b4f-016e-47f5-98b8-58bddf73afdd","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","ed5630e3-e972-4585-8513-945b582c8975","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","3f879231-5436-423e-808c-6bb50c5e180d","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","d651e584-f8fe-4f9f-9e6b-df29e68214d8","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","22f991a6-114a-424d-b2ff-084e1b97f94c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","c80c3af1-7eb2-44f1-a2fd-c76df318941d","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","976fda0d-a9d9-41d3-a3a2-274726cdfbe8","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.003.DNA",NA
"SCBI_014.20230619","ddab126d-6410-4421-9402-0add1b1a22fd","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.009.DNA",NA
"SCBI_014.20230619","2d51def3-d19c-4f69-a7db-26d978093915","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","852e54a1-2a46-4894-aeeb-9e2129929e6f","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","a5c3bdf8-0876-4ecb-9672-155a9ba90ab0","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","47f0b1b8-d1f9-40a7-9a36-1f4311fcba91","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","7cdd5842-65d2-4375-94be-180f6895a903","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","9cf9e0b0-4fca-40f8-82a4-2832343f8af5","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.008.DNA",NA
"SCBI_014.20230619","c4aea485-2f70-47b6-a0ff-8d92ea49d97b","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.012.DNA",NA
"SCBI_014.20230619","4c216fac-cfb2-4cc1-99fd-5ee90f5d1ab8","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","58b5b2b7-10eb-4df0-b045-65ddf3d89157","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","a011ca49-6bd5-40f7-976d-fb1fe139ee6c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","d8e9a986-4372-477e-8813-75bbd8fff03d","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","a53e75bc-0519-44e0-bbfc-33fd4e73ea29","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.002.DNA",NA
"SCBI_014.20230619","76e2e407-a42a-4880-b506-2fa79bbf43a7","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230619","22e2e328-6902-4057-bc13-6e62cfc7463d","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","ab365e27-7207-474e-b687-de31d78282ad","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.007.DNA",NA
"SCBI_014.20230619","0c113e6b-7119-4f88-8122-14c30caa0d46","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.001.DNA",NA
"SCBI_014.20230619","4f5c1c25-eb6c-4a9a-bba4-2a1f2ca791b4","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.011.DNA",NA
"SCBI_014.20230619","3c4cfd9b-cd97-4753-ad06-83f83194dd23","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","d1194799-abfe-475c-aa43-470f5dc768d9","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.006.DNA",NA
"SCBI_014.20230619","1a3db536-d4df-4529-a5cf-c9743a34f2c0","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.013.DNA",NA
"SCBI_014.20230619","924e5ea3-53d3-4e9a-8407-4a2698dc0c8c","Identifier for DNA sample","SCBI_014.20230619.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","2601bfcd-6176-4e94-9d5e-502a0fc0dda7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","c53cb665-cb0d-484f-8755-081023daa9e3","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","6f3a0bee-acff-4005-8172-75bccdcd63a6","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","588943a6-c39b-4c2a-a389-557fbf7baa6d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","1b22144d-f037-4e6f-9c2d-c29633ba77c4","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","fc591cac-69c4-4234-b574-2a2011f1e414","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","6026d083-187b-414d-842a-916e501fdf3a","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","262de456-cc4f-4267-bcbc-4c76081c9a7a","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","80e41f77-86eb-4301-be2c-9ca4fb4ce031","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","8abb0b83-584d-487c-80cd-a4f6759c3049","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","ce2132a0-61da-4f33-8754-90ca85fd373b","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","699c91c5-a46b-4705-b303-bcf136e6ba47","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","b7c2be00-799e-4dce-a603-1e8c70774a99","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","cba6e5a6-f5a7-4ca4-9695-5b421f1d9a8d","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","d9d1d002-23f1-491e-b58c-1358caaff240","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","6c9299a0-ecee-4526-b1d7-86b33c2d4949","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","bb816587-fa24-412f-a553-82509819eb73","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.011.DNA",NA
"SCBI_014.20230710","9056a7cf-cc63-4bd5-af92-bb09a7351218","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","1699e992-ec4c-4c61-99a8-14b69bb95dd5","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.006.DNA",NA
"SCBI_014.20230710","11027852-a305-49bb-a4e2-f1ee40a924bd","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.002.DNA",NA
"SCBI_014.20230710","0cb80002-50ca-4e4d-9827-18e84d2db811","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","db5f52b3-b04f-4f25-82a7-c0d21f7055d3","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.007.DNA",NA
"SCBI_014.20230710","8da7136c-b46b-434c-b45d-a3b32299067f","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","2570a38d-6375-40f7-b2d4-ea0cc885aebf","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","ea990082-5f64-4b63-bfe5-d9f8a6b1473e","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","79c8ccee-69fa-49d3-a7bd-da9fe8dae346","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.009.DNA",NA
"SCBI_014.20230710","bb4f1dcd-6954-47d0-9329-12ce9279f035","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","027af5c8-62d9-41b6-a0b2-0e942a376fb7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.004.DNA",NA
"SCBI_014.20230710","d62689cd-e26c-4f97-a4d8-3d7619acf51f","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","9b19b7ad-5c2d-429d-8c7d-82c6f7901aea","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","95fbb0de-a570-42ee-a421-669a58371bd6","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.003.DNA",NA
"SCBI_014.20230710","388a4cfc-1c7d-4532-9e39-29adb519cf53","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.014.DNA",NA
"SCBI_014.20230710","caf9136c-8148-407d-a330-d915bb849556","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","b8728fd3-5ca6-4221-bf92-a6463ddc80c6","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.012.DNA",NA
"SCBI_014.20230710","de18a950-9b88-4979-92fb-833db7aa7cef","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.008.DNA",NA
"SCBI_014.20230710","14a7babe-9db9-4a17-9916-30439ad32972","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.005.DNA",NA
"SCBI_014.20230710","a81fc30f-d272-4f1e-bfcb-80a3befeeac7","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","e0a2bb03-eb35-45f2-85bb-33332e059582","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","3f523aea-781e-49a3-921a-13429d03f952","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.010.DNA",NA
"SCBI_014.20230710","a924ed09-faea-43ce-bc8d-cc40058d8845","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
"SCBI_014.20230710","894352e4-9d81-4ed9-b240-02c1a87f9bb5","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.013.DNA",NA
"SCBI_014.20230710","acfbe9e3-f6c3-4c1a-8bb2-b1c46c6118af","Identifier for DNA sample","SCBI_014.20230710.HAELON.N.T.001.DNA",NA
