"eventID","parentEventID","habitat","locationID","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geodeticDatum","locality","sampleSizeValue","sampleSizeUnit","eventDate","eventType","samplingProtocol","eventRemarks","identifiedBy","county","stateProvince","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation"
"UKFS_018.20180904","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2018-09-04 17:48:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_004.20180904","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",165,"m","2018-09-04 18:33:00","site visit","drag and flag",,"Arianna Gibbs | Lorenza Beati",,,319.3,319.5,"319.4m"
"UKFS_030.20180911","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2018-09-11 14:45:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_001.20180911","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2018-09-11 14:50:00","site visit","drag and flag",,"Arianna Gibbs | Lorenza Beati",,,321.8,322,"321.9m"
"UKFS_002.20180911","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2018-09-11 15:07:00","site visit","drag and flag","2 nymphs found on clothing fell off before they could be added to the vial.","Arianna Gibbs | Lorenza Beati",,,315.2,315.4,"315.3m"
"UKFS_001.20180925","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2018-09-25 14:44:00","site visit","drag and flag",,"Arianna Gibbs | Lorenza Beati",,,321.8,322,"321.9m"
"UKFS_003.20180925","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2018-09-25 14:51:00","site visit","drag and flag",,"Arianna Gibbs | Lorenza Beati",,,322.2,322.6,"322.4m"
"UKFS_030.20180925","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2018-09-25 15:53:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_002.20180925","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2018-09-25 16:15:00","site visit","drag and flag",,"Arianna Gibbs | Lorenza Beati",,,315.2,315.4,"315.3m"
"UKFS_018.20180925","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2018-09-25 16:33:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_004.20180925","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2018-09-25 17:03:00","site visit","drag and flag",,"Arianna Gibbs | Lorenza Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20190326","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-03-26 17:04:00","site visit","drag and flag","One escape","L. Beati",,,321.8,322,"321.9m"
"UKFS_002.20190326","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-03-26 18:35:00","site visit","flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_030.20190326","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-03-26 19:30:00","site visit","drag","Flags missing. Distance measured with pacing and GPS.; identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_004.20190327","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2019-03-27 16:12:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,319.3,319.5,"319.4m"
"UKFS_003.20190327","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2019-03-27 18:45:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_018.20190402","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-04-02 16:14:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_018.20190416","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-04-16 15:02:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_003.20190416","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2019-04-16 15:31:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_004.20190416","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2019-04-16 16:15:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_030.20190416","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-04-16 16:51:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_002.20190416","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-04-16 17:13:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_001.20190416","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-04-16 18:02:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_004.20190513","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",170,"m","2019-05-13 16:06:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_002.20190513","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-05-13 16:50:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_030.20190513","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-05-13 17:24:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_003.20190513","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",165,"m","2019-05-13 18:36:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_018.20190513","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-05-13 19:22:00","site visit","flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_001.20190515","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",175,"m","2019-05-15 17:09:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_018.20190528","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-05-28 15:44:00","site visit","drag and flag",,"L. Beati",,,324.7,324.9,"324.8m"
"UKFS_003.20190528","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",150,"m","2019-05-28 16:32:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_030.20190528","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-05-28 19:03:00","site visit","drag",,"L. Beati",,,321.1,321.3,"321.2m"
"UKFS_002.20190529","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",150,"m","2019-05-29 15:44:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_004.20190529","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",145,"m","2019-05-29 16:33:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20190529","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-05-29 20:29:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_002.20190619","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-06-19 17:03:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_003.20190619","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",150,"m","2019-06-19 18:08:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_004.20190619","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",145,"m","2019-06-19 19:30:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20190624","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",170,"m","2019-06-24 17:37:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_030.20190624","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-06-24 18:54:00","site visit","drag",,"L. Beati",,,321.1,321.3,"321.2m"
"UKFS_018.20190624","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-06-24 19:36:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_003.20190711","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",155,"m","2019-07-11 15:09:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_018.20190711","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-07-11 16:29:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_030.20190711","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-07-11 17:13:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_001.20190712","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-07-12 15:09:00","site visit","flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_002.20190712","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",157,"m","2019-07-12 16:19:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_004.20190712","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",145,"m","2019-07-12 17:13:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_003.20190730","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2019-07-30 14:44:00","site visit","drag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_018.20190730","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-07-30 16:10:00","site visit","drag","One tick escaped","L. Beati",,,324.7,324.9,"324.8m"
"UKFS_002.20190730","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-07-30 16:47:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_030.20190730","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-07-30 17:48:00","site visit","drag",,"L. Beati",,,321.1,321.3,"321.2m"
"UKFS_004.20190730","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",175,"m","2019-07-30 18:43:00","site visit","drag and flag","15 extra meters were walked around a tree.","L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20190730","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-07-30 21:10:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_001.20190819","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-08-19 14:32:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_030.20190819","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-08-19 17:35:00","site visit","drag",,"L. Beati",,,321.1,321.3,"321.2m"
"UKFS_002.20190819","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-08-19 18:25:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_004.20190820","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2019-08-20 14:32:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_003.20190820","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",150,"m","2019-08-20 17:01:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_018.20190820","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-08-20 18:13:00","site visit","drag",,"L. Beati",,,324.7,324.9,"324.8m"
"UKFS_003.20190909","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2019-09-09 15:45:00","site visit","drag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_018.20190909","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-09-09 17:45:00","site visit","drag","One tick escaped","L. Beati",,,324.7,324.9,"324.8m"
"UKFS_030.20190909","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-09-09 18:54:00","site visit","drag",,"L. Beati",,,321.1,321.3,"321.2m"
"UKFS_004.20190911","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2019-09-11 20:55:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20190912","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",80,"m","2019-09-12 15:14:00","site visit","drag and flag","Only able to sample 80 meters due to an incoming storm.","L. Beati",,,321.8,322,"321.9m"
"UKFS_002.20190917","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-09-17 16:11:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_030.20190930","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2019-09-30 15:11:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_002.20190930","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2019-09-30 15:37:00","site visit","drag and flag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_018.20190930","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2019-09-30 16:38:00","site visit","drag",,"L. Beati",,,324.7,324.9,"324.8m"
"UKFS_003.20190930","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2019-09-30 17:16:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_004.20190930","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2019-09-30 19:00:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20191007","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2019-10-07 18:18:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
"UKFS_002.20200324","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",,,"2020-03-24 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,315.2,315.4,"315.3m"
"UKFS_018.20200324","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",,,"2020-03-24 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_030.20200324","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",,,"2020-03-24 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_001.20200324","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",,,"2020-03-24 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.8,322,"321.9m"
"UKFS_004.20200324","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",,,"2020-03-24 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,319.3,319.5,"319.4m"
"UKFS_003.20200324","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",,,"2020-03-24 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,322.2,322.6,"322.4m"
"UKFS_001.20200414","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",,,"2020-04-14 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.8,322,"321.9m"
"UKFS_004.20200414","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",,,"2020-04-14 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,319.3,319.5,"319.4m"
"UKFS_030.20200414","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",,,"2020-04-14 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_018.20200414","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",,,"2020-04-14 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_003.20200414","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",,,"2020-04-14 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,322.2,322.6,"322.4m"
"UKFS_002.20200414","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",,,"2020-04-14 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,315.2,315.4,"315.3m"
"UKFS_001.20200505","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",,,"2020-05-05 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.8,322,"321.9m"
"UKFS_002.20200505","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",,,"2020-05-05 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,315.2,315.4,"315.3m"
"UKFS_004.20200505","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",,,"2020-05-05 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,319.3,319.5,"319.4m"
"UKFS_030.20200505","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",,,"2020-05-05 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_003.20200505","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",,,"2020-05-05 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,322.2,322.6,"322.4m"
"UKFS_018.20200505","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",,,"2020-05-05 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_003.20200526","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",,,"2020-05-26 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,322.2,322.6,"322.4m"
"UKFS_002.20200526","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",,,"2020-05-26 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,315.2,315.4,"315.3m"
"UKFS_004.20200526","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",,,"2020-05-26 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,319.3,319.5,"319.4m"
"UKFS_018.20200526","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",,,"2020-05-26 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,324.7,324.9,"324.8m"
"UKFS_030.20200526","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",,,"2020-05-26 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.1,321.3,"321.2m"
"UKFS_001.20200526","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",,,"2020-05-26 17:00:00","site visit",,"COVID19; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,321.8,322,"321.9m"
"UKFS_018.20200616","UKFS_018","grasslandHerbaceous","UKFS_018.tickPlot.tck","US",39.053205,-95.194658,20.1,"WGS84","UKFS_018",160,"m","2020-06-16 15:47:00","site visit","drag",,"L. Beati",,,324.7,324.9,"324.8m"
"UKFS_030.20200616","UKFS_030","grasslandHerbaceous","UKFS_030.tickPlot.tck","US",39.045116,-95.213433,20.1,"WGS84","UKFS_030",160,"m","2020-06-16 15:58:00","site visit","drag",,"L. Beati",,,321.1,321.3,"321.2m"
"UKFS_003.20200616","UKFS_003","deciduousForest","UKFS_003.tickPlot.tck","US",39.053769,-95.187084,20.1,"WGS84","UKFS_003",160,"m","2020-06-16 16:36:00","site visit","drag and flag",,"L. Beati",,,322.2,322.6,"322.4m"
"UKFS_002.20200616","UKFS_002","deciduousForest","UKFS_002.tickPlot.tck","US",39.045893,-95.207026,20.1,"WGS84","UKFS_002",160,"m","2020-06-16 16:40:00","site visit","drag",,"L. Beati",,,315.2,315.4,"315.3m"
"UKFS_004.20200616","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2020-06-16 18:02:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20200616","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2020-06-16 18:38:00","site visit","drag and flag","Lost 4 ticks","L. Beati",,,321.8,322,"321.9m"
"UKFS_004.20200706","UKFS_004","deciduousForest","UKFS_004.tickPlot.tck","US",39.043188,-95.201,20.1,"WGS84","UKFS_004",160,"m","2020-07-06 14:19:00","site visit","drag and flag",,"L. Beati",,,319.3,319.5,"319.4m"
"UKFS_001.20200706","UKFS_001","deciduousForest","UKFS_001.tickPlot.tck","US",39.037238,-95.19863,20.1,"WGS84","UKFS_001",160,"m","2020-07-06 14:25:00","site visit","drag and flag",,"L. Beati",,,321.8,322,"321.9m"
